Node;Category;Type;IsMandatory;PossibleValues;Reference
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/starttime;Attribute;string;TRUE;[0-2][0-9][0-5][0-9][0-5][0-9];OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/enddate;Attribute;string;TRUE;[1-2][0-9]{3}[0-1][0-9][0-3][0-9];OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/endtime;Attribute;string;TRUE;[0-2][0-9][0-5][0-9][0-5][0-9];OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/quantity;Attribute;string;TRUE;TH|TV|DBZH|DBZV|ZDR|RHOHV|LDR|PHIDP|KDP|SQI|SNR|RATE|ACRR|HGHT|VIL|VRAD|WRAD|UWIND|VWIND|BRDR|QIND|CLASS;OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/gain;Attribute;real;TRUE;;OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/offset;Attribute;real;TRUE;;OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/nodata;Attribute;real;TRUE;;OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*(/data[1-9][0-9]*)?/what/undetect;Attribute;real;TRUE;;OPERA_ODIM_v2.4.pdf,Section 4.5
/dataset[1-9][0-9]*/data[1-9][0-9]*;Group;;TRUE;;
/dataset[1-9][0-9]*/data[1-9][0-9]*/data;Dataset;;TRUE;;
/dataset[1-9][0-9]*/data[1-9][0-9]*/data/CLASS;Attribute;string;FALSE;IMAGE;OPERA_ODIM_v2.4.pdf,Section 5
/dataset[1-9][0-9]*/data[1-9][0-9]*/data/IMAGE_VERSION;Attribute;string;FALSE;1.2;OPERA_ODIM_v2.4.pdf,Section 5
